"Time (ps)"	"Count rate (counts/s), channel 1"	"Count rate (counts/s), channel 2"	"Frequency (Hz), channel 1"	"Frequency (Hz), channel 2"
305260000000000	90900	83900	90725.241668654446	84087.414634363449
305280000000000	90450	84000	90736.408175715376	83875.750921549887
305300000000000	91000	84250	90556.627532813392	84331.35817057958
305320000000000	90500	84350	90915.484551411238	84033.435881040903
305340000000000	90750	84200	90606.941036696328	84366.085819989792
305360000000000	90650	84300	90679.502127293614	84277.283220158832
305380000000000	90700	84500	90603.967965533826	84160.61257165212
305400000000000	90750	84700	90681.707744570245	84540.297120581177
305420000000000	90600	83800	90733.308673482796	84330.750673018105
305440000000000	90700	83850	90597.204667700149	83869.079531808035
305460000000000	90800	84350	90764.789181123269	84230.269263858514
305480000000000	90850	83650	90857.568220765417	83892.057767449907
305500000000000	90750	84100	90825.462543399975	84032.808986554897
305520000000000	90950	83900	90807.592076389759	83933.487011249352
305540000000000	90550	84200	90894.392402962461	83994.462326253284
305560000000000	90850	84300	90687.491667552851	84406.536057606179
305580000000000	90850	83800	90825.075530982373	84011.121350228568
305600000000000	90850	83800	90870.919735307922	83676.05441523288
305620000000000	91000	84000	90793.311889356293	84042.490519517349
305640000000000	90950	83100	90995.12479053803	83231.995793147289
305660000000000	90800	83850	90825.921644509246	83727.420301068589
305680000000000	90700	83650	90867.902939402687	83733.136121259085
305700000000000	90900	83750	90718.354546133633	83620.131092753509
305720000000000	90950	84000	90941.660555992799	83937.615095556073
305740000000000	90800	83750	90921.226333050436	83760.68925564918
305760000000000	90600	84400	90698.537024250312	84143.913313719633
305780000000000	90600	84300	90599.107797987555	84403.751509706068
305800000000000	90600	84300	90612.091532715611	84331.49309474972
305820000000000	90650	84450	90658.822097107652	84504.747791195652
305840000000000	90700	84150	90721.072468897837	84165.287752244738
305860000000000	90600	83950	90540.108785269927	83989.1884983044
305880000000000	90850	84450	90719.559781645949	84406.347850914317
305900000000000	90600	84250	90823.426813455182	84022.637220535747
305920000000000	90450	84650	90386.034157208516	84427.090857581294
305940000000000	90650	83450	90654.140017445825	84100.472812150037
305960000000000	90650	83700	90564.345750556371	83808.359106999604
305980000000000	90450	84300	90488.332721916027	83721.116423667554
306000000000000	90700	84250	90738.817622677452	84275.769013679892
306020000000000	90800	83450	90715.132133527528	83954.913102696126
306040000000000	90950	83950	90835.763872455253	83753.490380147268
306060000000000	90750	83350	90856.428665729371	83664.21125003288
306080000000000	90400	83650	90722.478593167718	83578.23754236594
306100000000000	90500	84400	90324.173086101073	84051.883296568893
306120000000000	91050	84000	90753.01604647364	84185.79746523728
306140000000000	90850	84400	90967.044431468035	84025.542563009774
306160000000000	90400	84450	90531.851615098378	84330.229541841094
306180000000000	90450	84650	90399.905058661127	84663.692295506451
306200000000000	90600	84200	90610.858514939144	84332.479602498512
306220000000000	90750	83750	90594.049531402386	83980.178310090734
306240000000000	90850	84650	90824.360993716327	84350.914151510151
306260000000000	90750	84400	90835.023657451951	84447.808537862453
306280000000000	90650	83950	90717.742340539524	84260.898734312199
306300000000000	90550	83750	90574.037795036726	83939.809283315262
306320000000000	90450	83650	90570.919611128018	83426.791205056346
306340000000000	90500	83700	90522.416459150991	83908.141372889309
306360000000000	90800	83800	90541.781306391757	83670.150711848662
306380000000000	90850	84450	90742.767202188683	84318.290823601172
306400000000000	90850	84250	90918.372526222665	84086.135638577121
306420000000000	90450	84100	90692.1276206568	84241.768751759839
306440000000000	90950	84000	90651.457517295319	84124.197462622004
306460000000000	90650	84400	90824.291735472769	84080.622306376885
306480000000000	90750	84400	90722.461773750198	84429.898160600627
306500000000000	90300	84150	90488.693357599856	84324.332969929572
306520000000000	90700	83950	90543.527586588578	84089.212042010302
306540000000000	90650	84250	90638.051311839939	83996.83948267746
306560000000000	90600	84000	90626.692763292085	84236.943953454407
306580000000000	90800	83850	90754.554136218416	83964.934568558077
306600000000000	90450	84500	90641.487356989688	84078.960201303998
306620000000000	90800	84550	90650.652813843102	84721.787979341403
306640000000000	90750	84250	90701.185852390729	84284.334501070203
306660000000000	91100	83950	91029.816432469568	84117.411577377978
306680000000000	90650	84950	90761.541805794623	84366.337661193276
306700000000000	90700	83800	90695.580836569701	84214.497615807399
306720000000000	90950	83850	90773.815552636253	84057.963484418142
306740000000000	90550	84000	90785.627743533449	83659.142688253327
306760000000000	90800	84300	90599.560520617408	84085.065186379026
306780000000000	90700	83600	90874.714442028024	84113.971616296229
306800000000000	90600	84300	90583.504010461984	84032.493182626757
306820000000000	90700	84350	90719.086941256814	84291.486330588959
306840000000000	90600	84050	90643.779693701261	84228.454770932774
306860000000000	90650	83550	90638.863844289212	83884.980272975808
306880000000000	90650	83900	90701.497983819616	83721.038566353032
306900000000000	90350	84000	90453.740542029671	83821.910254861563
306920000000000	91050	84900	90683.344036183349	84523.592097178087
306940000000000	90900	84150	90883.93601239573	84488.165296912382
306960000000000	90950	83650	90996.748001638407	83823.460476192937
306980000000000	90850	84200	90779.597836824236	83861.426542219648
307000000000000	91000	84600	90926.982091270649	84282.777108119306
307020000000000	90750	83850	90921.73722525328	84321.206887575012
307040000000000	90900	84100	90912.597942696681	84105.584079277425
307060000000000	91000	84000	90875.818662978287	84065.862816145906
307080000000000	90850	84450	90871.924633839968	84141.011660964185
307100000000000	90600	84200	90808.79686685912	84406.52747179498
307120000000000	90650	84200	90708.687297371071	84200.864263304131
307140000000000	90700	84450	90674.466029733929	84391.413458370458
307160000000000	90850	83800	90692.130007054584	84207.937074061716
307180000000000	90750	83950	90896.60953796003	83756.254084653818
307200000000000	91150	84100	90846.944442056498	83998.303207245219
307220000000000	90750	83800	90914.023453514164	84009.818134997302
307240000000000	90750	84350	90794.861456454411	83938.230967081225
307260000000000	90900	84150	90903.184655617835	84313.815296000059
307280000000000	90900	84000	90746.416077343252	84103.419596372245
307300000000000	90750	83750	90968.909858078274	83741.3804247792
307320000000000	90900	84300	90731.26483480983	84209.860663208339
307340000000000	90800	84150	90852.273381192223	84230.055722816775
307360000000000	90500	84300	90652.506552162726	84142.798904524927
307380000000000	90550	83700	90562.754959283702	83911.621546830793
307400000000000	90850	84100	90781.778775125931	84044.887253738954
307420000000000	90650	84400	90682.349063598114	84310.782345380925
307440000000000	90800	84100	90725.969168182899	84138.879720543962
307460000000000	90900	84800	90985.494643100043	84438.74971629736
307480000000000	90600	83850	90525.984725267524	84480.784082288126
307500000000000	90950	84300	90853.024762221059	83973.209935615654
307520000000000	90850	84050	90955.762699188228	84081.496154025052
307540000000000	90550	84450	90582.059675621596	84265.63097730586
307560000000000	90700	83950	90600.014521978897	84169.873899132508
307580000000000	90600	83600	90666.210461609182	83779.59136006207
307600000000000	90600	84550	90613.770295434399	84133.216956691016
307620000000000	90650	84000	90679.949586977833	84253.857141200089
307640000000000	90750	84000	90739.440033971216	84076.670147506593
307660000000000	90850	83800	90926.970272693463	83901.368562278367
307680000000000	90800	84650	90652.296861244322	84389.67898287905
307700000000000	90700	83950	90797.305968727102	84257.13115858112
307720000000000	90800	84700	90822.592805363543	84153.808580664161
307740000000000	90850	83600	90743.525265123055	84109.685626041319
307760000000000	90900	83800	90905.693910845323	83775.614749311819
307780000000000	90750	84400	90776.877440139215	83989.681752622375
307800000000000	90700	84450	90664.980137163715	84395.869483152041
307820000000000	90650	84350	90741.245203531274	84497.797983993747
307840000000000	90850	84100	90777.993787483283	84228.536127790125
307860000000000	90650	83250	90655.356653037365	83437.010870238504
307880000000000	90950	83900	90830.528254339544	83826.077259530808
307900000000000	90800	84050	90868.817618944246	83973.90061218958
307920000000000	90800	84050	90786.173399289633	83861.646310967335
307940000000000	90900	84150	90829.499574317859	84263.225921015779
307960000000000	90800	84250	91013.171775261988	84340.203947995484
307980000000000	90700	84300	90698.860085058172	84245.850407039528
308000000000000	90750	84250	90650.807612280245	84058.576167131163
308020000000000	90800	84450	90876.118631809397	84395.11790112828
308040000000000	90700	83850	90608.834667845906	84197.836443963548
308060000000000	90750	84300	90681.088855305134	83949.636604212166
308080000000000	90650	83800	90818.606357257129	84059.270082506511
308100000000000	90950	84500	90670.258370751224	84327.322675103977
308120000000000	90950	83900	91003.368567484998	84079.851595935907
308140000000000	90600	84450	90867.706017060249	84211.719252425217
308160000000000	90750	84450	90643.549437451846	84515.70269697535
308180000000000	90600	84400	90761.30073006879	84489.959064635143
308200000000000	90900	83700	90738.734003710051	84149.171374089157
308220000000000	90550	84000	90740.423330277612	83631.564647734791
308240000000000	90650	84000	90498.010816536989	83972.149241604639
308260000000000	90500	84700	90587.355159411949	84450.085853411685
308280000000000	90950	84450	90707.533606994984	84504.687541673877
308300000000000	90850	84300	90916.314254931975	84242.401982426294
308320000000000	90650	83850	90675.53523241698	84130.84627997475
308340000000000	90600	84150	90568.664350194085	83927.707609422272
308360000000000	90850	84050	90844.083680070107	84304.53695818597
308380000000000	90750	84350	90716.196568300205	84262.986342264805
308400000000000	90600	84100	90801.904980096559	84198.370368148069
308420000000000	90750	83500	90616.439333765782	83734.281442739884
308440000000000	90700	84600	90776.077218606835	84065.85786484697
308460000000000	90450	83800	90621.237595876897	84243.675590783736
308480000000000	90750	84350	90620.615871003873	84187.043059681338
308500000000000	90650	83900	90594.992324622552	84044.264995012971
308520000000000	90600	84750	90656.809942978245	84275.838494288342
308540000000000	90750	83800	90632.911971115958	84303.187378595641
308560000000000	90750	84400	90764.100166187694	84092.579346172613
308580000000000	90350	84400	90420.195983996367	84300.407006979745
308600000000000	91000	84350	90774.107547317442	84499.011078612893
308620000000000	90700	84050	90844.348236120873	84112.749290594656
308640000000000	90800	84250	90814.400859197805	84078.948109567049
308660000000000	90750	84050	90676.052481833744	84214.211225097635
308680000000000	90850	83950	90784.317767497385	83962.779854974942
308700000000000	90700	83700	90866.721634754969	83907.832832772605
308720000000000	90700	83500	90697.458388412051	83731.888791045916
308740000000000	90600	84600	90808.260772010661	83950.240967701466
308760000000000	90550	84200	90461.089433504749	84270.981500742477
308780000000000	90650	83850	90485.123907322632	84020.659294369776
308800000000000	90900	84050	90825.617955974696	84099.469826483517
308820000000000	90800	83950	90837.701283256029	83914.638041207916
308840000000000	90600	83850	90583.490713991458	83898.074586921008
308860000000000	90550	84450	90604.464060716913	84078.468184830854
308880000000000	90850	83950	90726.647562571918	84245.405933218019
308900000000000	90850	84250	90872.224626993484	84119.078483898062
308920000000000	90900	84200	90920.070338398393	84248.686865192867
308940000000000	90600	84500	90656.004373559874	84284.070764874778
308960000000000	90400	84050	90561.407359178105	84319.00092759612
308980000000000	90650	84350	90669.190217146097	84370.423229059292
